video_id,duration,fps,resolution,num_frames
P14_09,253.253,59.9400599400599,1920x1080,15201
P15_01,46.880167,59.9400599400599,1920x1080,2819
P15_02,695.1945,59.9400599400599,1920x1080,41718
P15_03,330.263267,59.9400599400599,1920x1080,19822
P15_04,471.204067,59.9400599400599,1920x1080,28278
P15_05,105.371933,59.9400599400599,1920x1080,6328
P15_06,503.503,59.9400599400599,1920x1080,30216
P15_07,207.140267,59.9400599400599,1920x1080,12434
P15_08,552.568683,59.9400599400599,1920x1080,33160
P15_09,386.2859,59.9400599400599,1920x1080,23183
P15_10,197.4973,59.9400599400599,1920x1080,11856
P15_11,27.510817,59.9400599400599,1920x1080,1657
P15_12,61.37798299999999,59.9400599400599,1920x1080,3689
P15_13,963.01205,59.9400599400599,1920x1080,57787
P16_01,1243.0925,59.9400599400599,1920x1080,74592
P16_02,55.70565,59.9400599400599,1920x1080,3348
P16_03,213.196317,59.9400599400599,1920x1080,12798
P16_04,929.8289,59.9400599400599,1920x1080,55796
P17_01,156.239417,47.95204795204796,1920x1080,9382
P17_02,545.774396,47.95204795204796,1920x1080,32754
P17_03,977.351375,47.95204795204796,1920x1080,58648
P17_04,1064.083667,47.95204795204796,1920x1080,63852
P18_01,166.43293300000002,59.9400599400599,1920x1080,9992
P18_02,190.3902,29.97002997002997,1920x1080,11435
P18_03,427.427,59.9400599400599,1920x1080,25652
P18_04,203.770233,59.9400599400599,1920x1080,12232
P18_05,594.24365,59.9400599400599,1920x1080,35661
P18_06,416.332583,59.9400599400599,1920x1080,24986
P18_07,240.073167,59.9400599400599,1920x1080,14410
P18_08,66.499767,59.9400599400599,1920x1080,3996
P18_09,276.811111,90.0,1920x1080,16622
P18_10,144.79465,59.9400599400599,1920x1080,8694
P18_11,410.176433,59.9400599400599,1920x1080,24617
P18_12,207.9077,59.9400599400599,1920x1080,12480
P19_01,780.663217,59.9400599400599,1920x1080,46846
P19_02,73.50676700000001,59.9400599400599,1920x1080,4416
P19_03,136.269467,59.9400599400599,1920x1080,8182
P19_04,914.1132,59.9400599400599,1920x1080,54853
P19_05,79.345933,59.9400599400599,1920x1080,4767
P19_06,233.58335,59.9400599400599,1920x1080,14021
P20_01,1378.47775,59.9400599400599,1920x1080,82715
P20_02,428.194433,59.9400599400599,1920x1080,25698
P20_03,213.06285,59.9400599400599,1920x1080,12790
P20_04,2251.0995,59.9400599400599,1920x1080,135072
P20_05,467.150017,59.9400599400599,1920x1080,28035
P20_06,272.6724,59.9400599400599,1920x1080,16366
P20_07,101.317883,59.9400599400599,1920x1080,6085
P21_01,692.94225,59.9400599400599,1920x1080,41583
P21_02,490.606783,59.9400599400599,1920x1080,29442
P21_03,585.968717,59.9400599400599,1920x1080,35164
P21_04,569.252017,59.9400599400599,1920x1080,34161
P22_01,1091.292517,59.9400599400599,1920x1080,65484
P22_02,508.741567,59.9400599400599,1920x1080,30530
P22_03,1187.970767,59.9400599400599,1920x1080,71284
P22_04,389.072017,59.9400599400599,1920x1080,23350
P22_05,1236.052133,59.9400599400599,1920x1080,74169
P22_06,444.610833,59.9400599400599,1920x1080,26683
P22_07,2180.6124170000003,59.9400599400599,1920x1080,130843
P22_08,921.153567,59.9400599400599,1920x1080,55275
P22_09,426.8264,59.9400599400599,1920x1080,25616
P22_10,961.744117,59.9400599400599,1920x1080,57711
P22_11,427.009917,59.9400599400599,1920x1080,25627
P22_12,685.5515330000001,59.9400599400599,1920x1080,41139
P22_13,500.416583,59.9400599400599,1920x1080,30031
P22_14,703.469433,59.9400599400599,1920x1080,42214
P22_15,609.0084,59.9400599400599,1920x1080,36547
P22_16,1461.6792,59.9400599400599,1920x1080,87707
P22_17,1303.90325,59.9400599400599,1920x1080,78240
P22_101,366.88,50.0,1920x1080,18348
P22_102,230.16,50.0,1920x1080,11512
P22_103,793.84,50.0,1920x1080,39696
P22_104,631.34,50.0,1920x1080,31571
P22_105,68.94,50.0,1920x1080,3451
P22_106,511.74,50.0,1920x1080,25591
P22_107,581.02,50.0,1920x1080,29055
P22_108,217.18,50.0,1920x1080,10863
P22_109,2008.8,50.0,1920x1080,100444
P22_110,405.34,50.0,1920x1080,20271
P22_111,1548.02,50.0,1920x1080,77405
P22_112,394.22,50.0,1920x1080,19715
P22_113,682.32,50.0,1920x1080,34120
P22_114,1774.68,50.0,1920x1080,88738
P22_115,494.12,50.0,1920x1080,24710
P22_116,496.14,50.0,1920x1080,24811
P22_117,971.82,50.0,1920x1080,48595
P23_01,91.84175,59.9400599400599,1920x1080,5517
P23_02,1668.233883,59.9400599400599,1920x1080,100100
P23_03,363.930233,59.9400599400599,1920x1080,21842
P23_04,2247.429167,59.9400599400599,1920x1080,134852
P23_05,1168.901717,59.9400599400599,1920x1080,70140
P23_101,1746.1,50.0,1920x1080,87309
P23_102,3569.52,50.0,1920x1080,178480
P23_103,2099.4,50.0,1920x1080,104974
P24_01,725.241183,59.9400599400599,1920x1080,43520
P24_02,812.06125,59.9400599400599,1920x1080,48730
P24_03,489.53905,59.9400599400599,1920x1080,29378
P24_04,493.809983,59.9400599400599,1920x1080,29635
P24_05,1600.901617,59.9400599400599,1920x1080,96060
P24_06,566.299067,59.9400599400599,1920x1080,33984
P24_07,911.477233,59.9400599400599,1920x1080,54695
P24_08,1512.88035,59.9400599400599,1920x1080,90779
P24_09,1968.6006170000005,59.9400599400599,1920x1080,118122
P25_01,115.115,59.9400599400599,1920x1080,6913
P25_02,253.620033,59.9400599400599,1920x1080,15223
P25_03,181.6815,59.9400599400599,1920x1080,10907
P25_04,594.226967,59.9400599400599,1920x1080,35660
P25_05,1491.744233,59.9400599400599,1920x1080,89511
P25_06,207.290417,59.9400599400599,1920x1080,12443
P25_07,275.258317,59.9400599400599,1920x1080,16522
P25_08,160.343517,59.9400599400599,1920x1080,9627
P25_09,876.292083,59.9400599400599,1920x1080,52584
P25_10,374.62425,59.9400599400599,1920x1080,22483
P25_11,378.378,59.9400599400599,1920x1080,22709
P25_12,96.04595,59.9400599400599,1920x1080,5769
P25_101,435.86,50.0,1920x1080,21797
P25_102,497.78,50.0,1920x1080,24893
P25_103,495.44,50.0,1920x1080,24776
P25_104,810.12,50.0,1920x1080,40510
P25_105,1547.62,50.0,1920x1080,77385
P25_106,1619.82,50.0,1920x1080,80995
P25_107,2212.96,50.0,1920x1080,110652
P26_01,79.712967,59.9400599400599,1920x1080,4789
P26_02,464.697567,59.9400599400599,1920x1080,27888
P26_03,312.495517,59.9400599400599,1920x1080,18756
P26_04,145.461983,59.9400599400599,1920x1080,8734
P26_05,45.4454,59.9400599400599,1920x1080,2733
P26_06,27.27725,59.9400599400599,1920x1080,1643
P26_07,24.37435,59.9400599400599,1920x1080,1468
P26_08,51.684967,59.9400599400599,1920x1080,3107
P26_09,122.155367,59.9400599400599,1920x1080,7335
P26_10,134.067267,59.9400599400599,1920x1080,8050
P26_11,98.14805,59.9400599400599,1920x1080,5895
P26_12,18.651967000000003,59.9400599400599,1920x1080,1125
P26_13,123.2231,59.9400599400599,1920x1080,7399
P26_14,32.4324,59.9400599400599,1920x1080,1952
P26_15,35.769067,59.9400599400599,1920x1080,2152
P26_16,65.081683,59.9400599400599,1920x1080,3911
P26_17,66.39966700000001,59.9400599400599,1920x1080,3990
P26_18,448.131017,59.9400599400599,1920x1080,26894
P26_19,471.988183,59.9400599400599,1920x1080,28325
P26_20,37.504133,59.9400599400599,1920x1080,2256
P26_21,465.465,59.9400599400599,1920x1080,27934
P26_22,140.206733,59.9400599400599,1920x1080,8418
P26_23,85.552133,59.9400599400599,1920x1080,5139
P26_24,58.425033,59.9400599400599,1920x1080,3512
P26_25,39.3393,59.9400599400599,1920x1080,2366
P26_26,70.3703,59.9400599400599,1920x1080,4228
P26_27,27.994633,59.9400599400599,1920x1080,1686
P26_28,131.98185,59.9400599400599,1920x1080,7925
P26_29,55.472083,59.9400599400599,1920x1080,3334
P26_30,15.281933,59.9400599400599,1920x1080,923
P26_31,90.03995,59.9400599400599,1920x1080,5408
P26_32,81.765017,59.9400599400599,1920x1080,4912
P26_33,38.104733,59.9400599400599,1920x1080,2292
P26_34,107.05695,59.9400599400599,1920x1080,6429
P26_35,164.39756699999998,59.9400599400599,1920x1080,9870
P26_36,209.893017,59.9400599400599,1920x1080,12600
P26_37,63.029633,59.9400599400599,1920x1080,3788
P26_38,58.124733,59.9400599400599,1920x1080,3493
P26_39,56.7567,59.9400599400599,1920x1080,3411
P26_40,69.68628299999999,59.9400599400599,1920x1080,4187
P26_41,116.749967,59.9400599400599,1920x1080,7011
P26_101,100.22,50.0,1920x1080,5015
P26_102,181.96,50.0,1920x1080,9102
P26_103,599.46,50.0,1920x1080,29977
P26_104,690.02,50.0,1920x1080,34505
P26_105,490.16,50.0,1920x1080,24512
P26_106,88.48,50.0,1920x1080,4428
P26_107,163.6,50.0,1920x1080,8184
P26_108,195.72,50.0,1920x1080,9790
P26_109,25.82,50.0,1920x1080,1295
P26_110,264.74,50.0,1920x1080,13241
P26_111,172.22,50.0,1920x1080,8615
P26_112,397.5,50.0,1920x1080,19879
P26_113,68.88,50.0,1920x1080,3448
P26_114,57.54,50.0,1920x1080,2881
P26_115,206.42,50.0,1920x1080,10325
P26_116,200.26,50.0,1920x1080,10017
P26_117,712.46,50.0,1920x1080,35627
P26_118,414.16,50.0,1920x1080,20712
P26_119,694.68,50.0,1920x1080,34738
P26_120,197.8,50.0,1920x1080,9894
